# Stage 6D-A4 — REAL PRODUCER-AUTHORED corpus provenance. Files were fetched to scratch storage and deleted; none is committed.
# Reference-test sources (3MF Consortium test_suites, 3mf-samples, lib3mf, assimp, tinyobjloader, numpy-stl, admesh, CuraEngine) are summarised in the Stage 6D-A4 design section.
# class	source	commit	path	bytes	sha256	format	zip	production_path	required_ext	application	expected	actual	parts	triangles
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_factor4_platform.obj	406894	4522d3282f023ea8	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_method_platform.stl	361684	58c0d7972574254c	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	7232
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_method_xl_platform.stl	920084	a34041b85ba98ef8	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	18400
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_platform.3mf	27504	e03ae5566085c962	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	3484
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_replicator_plus_platform.obj	222390	1491ff45673cba56	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	1472
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_s3_platform.obj	152012	978d64ce42c059cf	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	4024
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_s5_platform.obj	412823	4817539b9f770fe4	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	10204
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_s7_platform.obj	406894	4522d3282f023ea8	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_sketch_large_platform.obj	381947	c2f3c271098ec89b	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	16	11432
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_sketch_platform.obj	587604	fc362e684687bb86	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	4	17808
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/ultimaker_sketch_sprint_platform.obj	159958	87da8668b94dc2e8	obj	-	-	-	-	import (refuse OBJ polygons by policy)	UNSUPPORTED_FILE/OBJ_POLYGON_UNSUPPORTED	-	-
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/uni_200_platform.stl	132984	9f5b7b0b881a86fe	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	2658
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/uni_250_platform.stl	226284	ecf1ec395242e2e2	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	4524
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/uni_300_platform.stl	219784	fe55a5d01a1fdbe1	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	4394
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/uni_mini_platform.stl	119284	f65c1c143dbdc982	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	2384
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/uni_print_3d_platform.3mf	1187	a41d9a5a865d2933	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	12
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/vivedino_trex.stl	480984	61ec26b6f71032c2	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	9618
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/voron0_120_bed.stl	686484	7ef38aca2f7c5f6a	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	13728
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/voron2_250_bed.3mf	131748	4a100860fc185ff4	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	20648
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/voron2_300_bed.3mf	132309	34e5ad2bed9aa2aa	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	20772
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/voron2_350_bed.3mf	132104	df6c0779d1a11efd	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	20806
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/voron_trident_250mm_bed_model.stl	24084	fe749b9da0ce901d	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	480
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/voron_trident_300mm_bed_model.stl	24084	335756154d192756	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	480
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/voron_trident_350mm_bed_model.stl	24084	8535af658e4dfe48	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	480
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/vzbot_235_bed.stl	682384	e235405a938499e1	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	13646
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/vzbot_330_bed.stl	1003984	1092fb4f3282d3e8	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	20078
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/wanhao_110_110_platform.obj	282471	ff7ce92848212de7	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	10226
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/wanhao_150_150_platform.obj	283701	cef52ad1e05de2d4	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	10226
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/wanhao_200_200_platform.obj	290278	04926b5764812de7	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	10226
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/wanhao_225_145_platform.obj	287130	5792f4899330c499	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	10226
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/wanhao_300_200_platform.obj	290891	22aa71661f00f1e7	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	10226
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/wanhao_300_300_platform.obj	717306	91bb8931707fbe90	obj	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	20456
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/weedo_x40.3mf	977189	d9feaa6eeef51061	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	55668
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/z-bolt_classic_platform.3mf	8815	48c1e871848b8910	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	1236
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/z-bolt_plus_platform.3mf	8866	8e9f4530145a91cd	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	1134
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/zav_big.stl	786484	4ddc7edb0e6a166d	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	15728
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/zav_bigplus.stl	786484	4ddc7edb0e6a166d	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	15728
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/zav_l.stl	805684	b50877bf299962ae	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	16112
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/zav_max.stl	805684	b50877bf299962ae	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	16112
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/zav_maxpro.stl	844984	1207211ddd9b698e	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	16898
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/zav_mini.stl	860284	abb86c55c4268cf0	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	17204
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/zyyx_platform.3mf	46431	20cb53b7e555f4e8	3mf	zip32	no	-	-	import (refuse OBJ polygons by policy)	imported	1	6598
REAL PRODUCER-AUTHORED	github.com/Ultimaker/Cura	72521b78f085	resources/meshes/zyyx_pro_platform.stl	104184	b81e48647bb12968	stl	-	-	-	-	import (refuse OBJ polygons by policy)	imported	1	2082
